1533,RM
1680,RM
1680,RM
1953,RM
2117,FV
2368,RM
2628,RL
2645,FV
2665,RM
3136,RL
3180,FV
3363,RM
3635,RL
3636,RM
3675,RM
3675,RM
3735,FV
3842,RM
3950,RM
4017,FV
4043,RL
4045,RL
4060,RL
4060,RH
4118,RM
4230,FV
4270,RH
4426,RM
4435,RM
4435,RM
4500,RM
4928,RL
5250,RM
5330,RL
5362,RL
5400,RL
5436,RM
5587,RM
5664,RL
6000,RM
6000,RM
6000,RM
6000,RM
6000,RM
6000,RM
6120,RM
6171,RL
6240,RM
6240,RM
6292,RL
6600,RM
6600,RL
6627,RL
6762,RL
6931,RL
6951,RL
6955,RL
7094,RL
7153,RL
7200,RL
7200,RM
7200,RM
7200,RL
7200,RL
7200,RM
7407,RM
7415,RL
7500,RL
7500,C (all)
7500,RL
7500,RL
7500,FV
7500,FV
7558,RL
7681,RL
7728,RL
7740,RM
7763,RL
7800,RL
7838,RL
7910,RL
7917,RL
8029,RL
8049,RL
8072,RL
8125,FV
8158,RL
8172,RL
8190,RL
8212,RL
8250,RL
8294,RL
8335,RL
8400,RL
8400,RL
8400,RL
8400,RL
8445,RL
8499,RL
8500,RL
8520,RM
8525,RH
8640,FV
8688,RL
8700,RL
8769,RL
8780,RL
8800,RL
8814,RL
8850,RM
8854,RL
8872,RL
8877,RL
8900,RH
8930,RM
8935,RL
8944,RL
9000,RL
9000,RL
9037,RL
9042,RL
9060,RL
9084,RL
9100,RL
9100,RL
9120,RL
9135,RL
9156,RL
9179,RL
9204,RL
9246,RL
9247,RL
9262,RL
9340,RL
9353,RL
9364,RL
9375,RL
9400,RL
9473,RL
9477,RL
9503,RL
9560,RL
9572,RL
9587,RL
9600,RM
9600,RM
9600,RL
9600,RL
9600,RL
9638,RL
9650,RL
9717,RL
9717,RL
9735,RL
9738,RL
9750,RL
9750,RL
9750,RL
9790,RL
9808,RL
9842,RL
9842,RL
9849,RL
9858,RL
9880,RL
9986,RL
10000,RL
10000,RL
10120,RM
10120,RL
10140,RL
10140,RL
10182,RL
10186,RL
10192,RL
10205,RL
10215,RL
10226,RL
10246,RL
10261,RL
10316,RL
10400,RL
10410,RL
10440,RM
10482,RL
10496,RL
10615,RL
10625,RL
10625,FV
10635,RL
10678,RL
10680,RL
10721,RL
10762,RL
10780,RL
10800,RL
10800,RM
10800,RL
10930,RL
10944,RL
10991,RL
10994,RL
10998,RL
11003,FV
11065,RL
11075,RL
11103,RL
11160,RL
11170,RL
11218,RL
11235,RL
11250,RL
11340,RM
11344,RL
11345,RL
11400,RL
11435,RL
11512,RL
11526,RL
11584,RL
11643,RL
11700,RL
11767,RL
12000,RM
12090,RL
12134,RL
12160,RL
12328,RL
12393,RL
12420,RL
12444,RL
12461,RL
12513,RL
12537,RL
12546,RL
12665,RL
12925,RL
12936,RL
13053,RL
13072,RL
13132,RL
13173,RL
13175,RL
13214,RL
13450,RL
13515,RL
13526,RL
13695,RL
13728,RL
13891,RL
14054,RL
14100,RL
14112,RL
14303,RL
14598,RL
14684,RL
14720,RL
14774,RL
14781,RL
14892,RL
15256,RL
15306,RL
15384,RL
15623,RL
16158,RL
16196,RL
16381,RL
16545,RL
16560,RL
16692,RL
16737,RL
17217,RL
17400,RL
17500,RL
17542,RL
17871,RL
18030,RL
18890,RL
19690,RL
20544,RL
20781,RL
21930,RL
23595,RL
24682,RL
25339,RL
26142,RL
32463,RL
35133,RL
35760,RL
36500,RL
57200,RL
63887,RL
