1491,RM
1680,RM
1680,RM
1936,RM
1950,RM
2117,FV
2280,FV
2289,RL
2544,FV
2887,RL
3180,FV
3182,FV
3182,RL
3196,RL
3230,FV
3600,RM
3922,RL
3982,RL
4130,RL
4282,FV
4426,RM
4426,RM
4435,RM
4435,RM
4438,RM
4500,RH
4500,RM
4590,RL
4671,RL
4800,RM
5062,RL
5105,FV
5389,RL
5395,RL
5400,RL
5600,RM
5720,RM
6000,RM
6000,RM
6000,RM
6000,RM
6120,RM
6120,RM
6120,RM
6130,RM
6240,RL
6240,RM
6300,RM
6371,RL
6420,RL
6563,RL
6600,RL
6600,RL
6629,RH
6768,RL
6897,RL
6911,RM
6960,RL
6970,RL
6979,RL
7050,FV
7064,RL
7128,RL
7153,RL
7162,RL
7200,RL
7200,RL
7200,RL
7226,RL
7227,RL
7252,RL
7314,RL
7577,RL
7630,RM
7642,RL
7677,RL
7700,RL
7750,RL
7800,RL
7819,RL
7861,RL
7875,RL
7875,RL
7930,RL
7931,RL
7943,RL
7990,RL
8000,RL
8012,RL
8089,RL
8100,RM
8100,RM
8120,RL
8125,FV
8125,RL
8125,RL
8172,RL
8197,RL
8199,RL
8248,RL
8248,RL
8320,RL
8400,RL
8400,RH
8400,RL
8402,RL
8405,RL
8450,RL
8450,RL
8529,RL
8544,RL
8633,RL
8640,FV
8640,FV
8712,C (all)
8712,C (all)
8740,RL
8750,RL
8750,RL
8750,RL
8777,RL
8795,RL
8800,RL
8800,RM
8816,RL
8877,RL
8892,RL
8963,RL
8978,RL
9000,RM
9000,RM
9000,RL
9000,FV
9018,RL
9020,RL
9020,RL
9022,RL
9084,RL
9100,RM
9100,RL
9100,RL
9101,RL
9158,RL
9187,FV
9200,RL
9236,RL
9250,RL
9313,RL
9317,RL
9430,RL
9525,RL
9548,RL
9549,RL
9590,RL
9600,RL
9600,RM
9600,RL
9600,RM
9600,RL
9600,RL
9672,RL
9750,RL
9750,RL
9790,RL
9873,RL
9900,RL
9920,RL
9920,RL
9937,RL
9938,RL
9945,RL
10000,RL
10000,RL
10000,RL
10004,RL
10007,RL
10012,RL
10041,RL
10140,RL
10140,RL
10142,RL
10150,RL
10207,FV
10240,RL
10267,RL
10320,RM
10395,RL
10400,RL
10400,RL
10421,RL
10437,RL
10440,RM
10452,RL
10463,RL
10530,RL
10530,RL
10542,RL
10593,RL
10656,RL
10769,RL
10793,RL
10800,RL
10800,RM
10800,RM
10800,RL
10800,RM
10832,RL
10896,RH
10927,RL
10970,RL
11029,RL
11050,RL
11194,RL
11210,RL
11216,FV
11248,RL
11250,RL
11302,RL
11333,RL
11404,RL
11425,RL
11443,RL
11475,RL
11600,RL
11606,RL
11616,RL
11625,RL
11694,RL
11700,RM
11767,RL
11844,RL
11885,RL
11900,RL
11900,RL
12095,RL
12137,RL
12144,RL
12155,RH
12168,RL
12205,RL
12244,RL
12257,RL
12274,RL
12342,RL
12384,RL
12394,RL
12438,RL
12464,RL
12508,RL
12665,RM
12677,RL
12798,RL
12803,RL
12886,RL
12984,RL
13265,RL
13286,RL
13350,RL
13400,RL
13478,RL
13517,RL
13518,RL
13560,RL
13600,RL
13811,RL
13860,RL
13891,RL
14175,RL
14226,RL
14331,RL
14442,RL
14587,RL
14762,RL
14803,RL
15523,RL
16285,RL
16647,RL
16770,RL
17503,RL
17920,RL
18450,RL
20896,RL
21384,RL
21535,RL
21695,RL
25095,RL
26178,RL
28698,RL
45600,RL
46589,RL
53504,RL
115149,RL
