1596,RM
1680,RM
1680,RM
1680,RM
1869,RM
2117,FV
2280,RL
2522,RM
2522,RM
2645,FV
3010,RL
3182,RL
3230,FV
3500,RM
3880,RM
3951,FV
4224,RM
4251,FV
4388,RM
4438,RM
4456,RM
4500,RM
4608,RM
4750,RM
4923,RL
4928,RL
5000,RM
5063,RL
5232,RM
5306,RL
5350,RL
5400,RM
5500,RL
5500,RM
5520,RM
5604,RL
5687,RL
5790,RM
6000,RM
6040,RL
6060,RM
6120,RM
6120,RM
6120,RM
6240,RM
6240,RM
6324,RM
6442,RL
6780,RM
6853,RL
6900,RM
7000,RL
7018,RL
7018,RL
7134,RL
7180,RL
7200,RL
7200,RL
7200,RM
7200,RL
7200,C (all)
7200,RL
7200,FV
7259,RL
7264,RL
7313,RL
7388,RL
7420,RL
7438,RL
7449,RM
7472,RL
7500,RL
7560,RL
7588,RL
7590,RL
7599,RL
7658,RL
7742,RL
7750,RL
7758,RM
7851,RL
7892,RL
7917,RL
7922,RL
7945,RL
8012,RL
8068,RL
8070,RL
8125,RL
8244,RL
8246,RL
8250,RL
8314,RL
8366,RL
8400,RL
8400,RL
8450,RL
8450,RL
8461,RL
8470,C (all)
8471,RL
8472,RM
8475,RL
8500,C
8500,RL
8500,RM
8520,RL
8520,RM
8521,RL
8530,RL
8532,RL
8536,RL
8544,RL
8546,RM
8635,RM
8640,FV
8658,RL
8730,RL
8738,RL
8741,RL
8760,RL
8773,RL
8791,FV
8814,RL
8880,RL
8892,RL
8973,RL
8990,RL
9000,FV
9017,RL
9060,RL
9066,RL
9100,RM
9142,RM
9180,RL
9196,RL
9200,RL
9206,RL
9320,RL
9337,RL
9350,RL
9375,RL
9375,FV
9416,RL
9453,RL
9464,RL
9505,RL
9525,RL
9550,RL
9588,RL
9591,RL
9591,RL
9600,RL
9600,RL
9600,RL
9612,RL
9742,RL
9765,RL
9786,RL
9819,RL
9906,RM
9947,RL
9950,RL
9965,RL
10005,RL
10011,RL
10029,RL
10084,RL
10106,RL
10125,RL
10141,RL
10175,RL
10197,RL
10200,RL
10206,RL
10264,RL
10300,RM
10335,RL
10335,RL
10355,RL
10356,RL
10382,RL
10400,RL
10400,RL
10402,RL
10410,RL
10420,RL
10440,RM
10500,RL
10500,RL
10552,RL
10562,RL
10570,RL
10603,RL
10625,RL
10650,RL
10652,RL
10665,RL
10708,RL
10728,FV
10762,RL
10778,RL
10791,RL
10800,RM
10859,RL
10900,RL
10920,RL
10921,RL
11049,RL
11070,RL
11096,FV
11120,RL
11200,RL
11207,RL
11241,RL
11250,RL
11287,RL
11310,RL
11317,RL
11340,RM
11426,RM
11475,RL
11478,RL
11616,RL
11645,RL
11645,RL
11751,RL
11764,RL
11851,RL
11911,RL
11924,RL
12003,RL
12030,RL
12090,RL
12182,RL
12224,RL
12358,RM
12376,RL
12416,RL
12435,RL
12493,RL
12552,FV
12615,RL
12702,RM
12822,RL
12968,RL
13000,RL
13072,RL
13360,RL
13418,RL
13472,RL
13500,RL
13568,RL
13650,RL
13651,RL
13673,RL
13682,RL
13688,RL
13695,RL
13869,RL
13891,RL
14115,RL
14200,RL
14215,RL
14230,RL
14260,RL
14364,RL
14450,RL
14803,RL
15138,RL
15426,RL
15593,RL
15611,RL
15660,RL
16059,RL
16321,RL
16669,RL
16905,RL
17043,RL
17423,RL
19138,RL
19296,RL
19378,RL
19900,RL
21000,RL
21453,RL
22950,RM
25419,RL
31770,RL
39104,RL
50271,RL
159000,RL
